iter	Passed	Remaining
442	1723	2166
443	1726	2162
444	1730	2158
445	1734	2154
446	1737	2150
447	1741	2145
448	1745	2141
449	1748	2137
450	1751	2132
451	1754	2127
452	1758	2122
453	1762	2119
454	1765	2115
455	1769	2111
456	1772	2106
457	1776	2102
458	1780	2098
459	1783	2093
460	1786	2088
461	1789	2084
462	1794	2081
463	1797	2076
464	1800	2071
465	1804	2068
466	1808	2064
467	1811	2059
468	1815	2054
469	1818	2050
470	1821	2045
471	1826	2042
472	1829	2038
473	1833	2034
474	1836	2029
475	1839	2024
476	1843	2021
477	1846	2016
478	1850	2012
479	1853	2007
480	1859	2006
481	1862	2002
482	1866	1997
483	1869	1992
484	1872	1988
485	1876	1984
486	1879	1979
487	1882	1974
488	1885	1970
489	1888	1966
490	1892	1961
491	1895	1957
492	1898	1952
493	1901	1947
494	1905	1943
495	1908	1939
496	1911	1934
497	1914	1930
498	1918	1925
499	1922	1922
500	1925	1917
501	1928	1912
502	1931	1908
503	1935	1904
504	1939	1901
505	1942	1896
506	1945	1892
507	1948	1887
508	1951	1882
509	1956	1879
510	1959	1875
511	1962	1870
512	1965	1865
513	1968	1861
514	1972	1857
515	1975	1853
516	1978	1848
517	1982	1844
518	1985	1839
519	1989	1836
520	1992	1832
521	1996	1827
522	1999	1823
523	2002	1819
524	2007	1815
525	2010	1811
526	2013	1807
527	2016	1802
528	2021	1799
529	2024	1795
530	2027	1790
531	2030	1786
532	2034	1782
533	2040	1780
534	2043	1776
535	2046	1771
536	2049	1767
537	2053	1763
538	2057	1759
539	2060	1754
540	2063	1750
541	2066	1746
542	2070	1742
543	2073	1737
544	2076	1733
545	2079	1728
546	2082	1725
547	2086	1720
548	2089	1716
549	2092	1712
550	2095	1707
551	2100	1704
552	2103	1700
553	2106	1696
554	2109	1691
555	2113	1687
556	2117	1684
557	2120	1679
558	2123	1675
559	2126	1671
560	2129	1666
561	2134	1663
562	2137	1659
563	2140	1654
564	2144	1650
565	2148	1647
566	2151	1643
567	2154	1638
568	2157	1634
569	2161	1630
570	2165	1626
571	2168	1622
572	2171	1618
573	2174	1613
574	2177	1609
575	2181	1606
576	2184	1601
577	2188	1597
578	2191	1593
579	2194	1588
580	2198	1585
581	2201	1581
582	2204	1577
583	2207	1572
584	2210	1568
585	2215	1564
586	2218	1560
587	2223	1557
588	2226	1553
589	2231	1550
590	2234	1546
591	2238	1543
592	2242	1539
593	2247	1535
594	2250	1531
595	2254	1528
596	2257	1523
597	2261	1520
598	2264	1516
599	2268	1512
600	2271	1507
601	2274	1503
602	2278	1500
603	2281	1496
604	2284	1491
605	2288	1487
606	2291	1483
607	2295	1480
608	2298	1475
609	2302	1471
610	2305	1467
611	2308	1463
612	2312	1459
613	2315	1455
614	2318	1451
615	2321	1447
616	2324	1443
617	2328	1439
618	2332	1435
619	2335	1431
620	2338	1427
621	2341	1423
622	2345	1419
623	2348	1415
624	2351	1410
625	2354	1406
626	2360	1404
627	2363	1400
628	2367	1396
629	2370	1392
630	2376	1389
631	2380	1385
632	2384	1382
633	2387	1378
634	2392	1375
635	2397	1372
636	2400	1367
637	2404	1364
638	2408	1360
639	2412	1357
640	2415	1353
641	2419	1348
642	2422	1344
643	2427	1341
644	2430	1337
645	2433	1333
646	2437	1329
647	2441	1326
648	2445	1322
649	2448	1318
650	2451	1314
651	2454	1310
652	2458	1306
653	2462	1302
654	2465	1298
655	2469	1294
656	2474	1291
657	2477	1287
658	2480	1283
659	2484	1279
660	2488	1276
661	2492	1272
662	2496	1268
663	2499	1264
664	2503	1261
665	2507	1257
666	2511	1253
667	2514	1249
668	2517	1245
669	2522	1242
670	2525	1238
671	2529	1234
672	2532	1230
673	2536	1226
674	2540	1223
675	2544	1219
676	2547	1215
677	2550	1211
678	2556	1208
679	2559	1204
680	2562	1200
681	2565	1196
682	2571	1193
683	2574	1189
684	2578	1185
685	2581	1181
686	2585	1178
687	2589	1174
688	2593	1170
689	2596	1166
690	2599	1162
691	2604	1159
692	2607	1155
693	2610	1151
694	2613	1146
695	2617	1143
696	2622	1139
697	2626	1136
698	2629	1132
699	2634	1129
700	2637	1125
701	2641	1121
702	2644	1117
703	2647	1113
704	2652	1109
705	2655	1105
706	2658	1101
707	2661	1097
708	2665	1093
709	2669	1090
710	2672	1086
711	2675	1082
712	2678	1078
713	2684	1075
714	2687	1071
715	2691	1067
716	2694	1063
717	2697	1059
718	2702	1056
719	2705	1052
720	2708	1048
721	2711	1044
722	2716	1040
723	2720	1036
724	2723	1033
725	2726	1029
726	2730	1025
727	2734	1021
728	2737	1017
729	2740	1013
730	2744	1009
731	2749	1006
732	2752	1002
733	2756	998
734	2759	994
735	2764	991
736	2768	987
737	2771	983
738	2775	980
739	2779	976
740	2783	972
741	2787	969
742	2791	965
743	2795	961
744	2800	958
745	2803	954
746	2807	950
747	2812	947
748	2815	943
749	2819	939
750	2822	935
751	2825	931
752	2830	928
753	2834	924
754	2837	920
755	2840	916
756	2845	913
757	2848	909
758	2852	905
759	2855	901
760	2859	898
761	2863	894
762	2866	890
763	2869	886
764	2872	882
765	2876	878
766	2880	874
767	2883	870
768	2886	866
769	2889	863
770	2894	859
771	2898	855
772	2902	852
773	2905	848
774	2909	844
775	2913	840
776	2916	837
777	2920	833
778	2924	829
779	2927	825
780	2931	821
781	2934	818
782	2937	814
783	2942	810
784	2945	806
785	2948	802
786	2952	799
787	2956	795
788	2960	791
789	2964	787
790	2967	784
791	2970	780
792	2975	776
793	2980	773
794	2983	769
795	2986	765
796	2991	761
797	2995	758
798	2998	754
799	3001	750
800	3005	746
801	3009	743
802	3015	739
803	3019	736
804	3024	732
805	3027	728
806	3030	724
807	3034	721
808	3040	717
809	3043	714
810	3047	710
811	3050	706
812	3055	702
813	3059	698
814	3062	695
815	3065	691
816	3070	687
817	3073	683
818	3077	680
819	3080	676
820	3083	672
821	3088	668
822	3092	665
823	3095	661
824	3098	657
825	3103	653
826	3106	649
827	3110	646
828	3113	642
829	3119	638
830	3122	635
831	3126	631
832	3130	627
833	3134	623
834	3137	620
835	3141	616
836	3145	612
837	3149	608
838	3152	605
839	3156	601
840	3159	597
841	3164	593
842	3167	589
843	3171	586
844	3174	582
845	3179	578
846	3182	574
847	3187	571
848	3191	567
849	3197	564
850	3202	560
851	3205	556
852	3210	553
853	3214	549
854	3218	545
855	3222	542
856	3227	538
857	3230	534
858	3233	530
859	3236	526
860	3240	523
861	3244	519
862	3248	515
863	3251	511
864	3254	507
865	3259	504
866	3262	500
867	3266	496
868	3269	492
869	3273	489
870	3277	485
871	3280	481
872	3283	477
873	3287	473
874	3291	470
875	3295	466
876	3298	462
877	3301	458
878	3304	454
879	3308	451
880	3312	447
881	3315	443
882	3318	439
883	3323	436
884	3326	432
885	3330	428
886	3333	424
887	3336	420
888	3341	417
889	3344	413
890	3347	409
891	3350	405
892	3354	401
893	3358	398
894	3361	394
895	3364	390
896	3368	386
897	3372	383
898	3375	379
899	3379	375
900	3382	371
901	3385	367
902	3389	364
903	3393	360
904	3396	356
905	3400	352
906	3406	349
907	3409	345
908	3413	341
909	3416	337
910	3420	334
911	3423	330
912	3426	326
913	3430	322
914	3433	318
915	3438	315
916	3441	311
917	3444	307
918	3447	303
919	3450	300
920	3455	296
921	3459	292
922	3462	288
923	3465	285
924	3469	281
925	3473	277
926	3476	273
927	3479	269
928	3482	266
929	3487	262
930	3490	258
931	3493	254
932	3496	251
933	3500	247
934	3503	243
935	3506	239
936	3509	235
937	3513	232
938	3516	228
939	3520	224
940	3523	220
941	3526	217
942	3529	213
943	3532	209
944	3537	205
945	3540	202
946	3543	198
947	3546	194
948	3550	190
949	3554	187
950	3557	183
951	3560	179
952	3563	175
953	3567	172
954	3571	168
955	3574	164
956	3577	160
957	3580	156
958	3584	153
959	3587	149
960	3590	145
961	3595	142
962	3601	138
963	3604	134
964	3607	130
965	3610	127
966	3615	123
967	3618	119
968	3622	115
969	3625	112
970	3628	108
971	3632	104
972	3635	100
973	3638	97
974	3642	93
975	3647	89
976	3650	85
977	3653	82
978	3656	78
979	3659	74
980	3664	70
981	3667	67
982	3670	63
983	3673	59
984	3676	55
985	3681	52
986	3684	48
987	3687	44
988	3691	41
989	3695	37
990	3698	33
991	3701	29
992	3705	26
993	3708	22
994	3712	18
995	3715	14
996	3718	11
997	3722	7
998	3725	3
999	3729	0
